rental_area,annual_rental_cost_of_sq_m,shopping center,floor,target_audience,relative_interest_target audience,nearest_metro,nearest_hypermarket,presence_on_market,nearest_sportmaster,competition_rate,annual_sales_per_sq_m
-0.6141688414819564,-0.186480000820732,-0.8451542547285166,-0.5345224838248487,1.2265561378321137,-0.29965711462648037,-0.7242008222141062,-0.5271735402241564,-0.5567378495247678,-0.9695999617252054,1.6924558427507104,387147
-0.849975377478519,-1.2186306780091534,-0.8451542547285166,-0.5345224838248487,0.08488779801669255,-0.3698207317097538,-0.48635208830648763,-0.5271735402241564,-0.809640847416145,0.3846995799557496,0.1301889109808239,199322
-0.5670075342826438,0.35224531096733575,-0.8451542547285166,-0.5345224838248487,2.3406817289494883,-0.42244344452220883,0.46316262017847204,-0.8031204315083386,0.2862721434464895,-0.2041263077316221,0.1301889109808239,257479
0.46196644097508416,0.5919336348922025,1.183215956619923,-0.5345224838248487,-0.5781360903311134,-0.3347389231681171,-0.47695095257891373,-0.8031204315083386,1.1292821364177468,0.09028663611206375,0.1301889109808239,209175
0.34191947719501586,-1.2708116289114568,-0.8451542547285166,-0.5345224838248487,-0.5781360903311134,-0.3347389231681171,-0.47695095257891373,-0.8031204315083386,-0.957167596186115,0.09028663611206375,0.1301889109808239,99026
-0.5198462270833313,1.3548650104473106,1.183215956619923,1.0690449676496978,-0.2668887591889341,-0.3990555721611178,-0.33593391666530587,-0.32021337176101977,0.37057314274361525,-1.1168064336470482,0.1301889109808239,194142
-1.0514827809664908,0.7473296535133481,-0.8451542547285166,-0.5345224838248487,-1.9579849875405269,3.302075228981558,2.493807937334425,2.6462157095439385,-0.9782428460103963,1.562351355330493,1.6924558427507104,99026
0.020365109926975867,-0.8785943715798568,1.183215956619923,2.672612419124244,-0.31969091990539733,-0.21195259327238863,-0.7965895673164249,0.3351604950389129,-0.47243685022764204,-0.498539251575308,-1.4320780207890624,78220
2.2583835061125344,1.1948816554831054,1.183215956619923,1.0690449676496978,0.44322894817625785,-0.13009504000856945,-0.3171316452101582,-0.734133708687293,1.1714326360663097,-1.375889824229492,0.1301889109808239,179249
-1.042907997839343,1.2851948397370923,1.183215956619923,-0.5345224838248487,-0.1722729955267311,-0.3347389231681171,-0.8050505894712414,1.107811790634623,-0.4513616004033606,2.151177243017865,-1.4320780207890624,417117
1.6367117293943236,-1.3029229833128744,-0.8451542547285166,-0.5345224838248487,0.09273676785292358,-0.11840110382802374,-0.21371915220684573,-0.2512266489399742,2.225195127280381,0.3846995799557496,0.1301889109808239,157473
-0.0739575044716492,-0.669010442406319,-0.8451542547285166,-0.5345224838248487,-0.31498153800365875,-0.3464328593486628,1.6759091290354995,0.6800941091441406,-0.957167596186115,-0.498539251575308,-1.4320780207890624,78220
